ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
0x751b,HYDRES16DEL02,29.0,4.6,17.440827,78.393391,17.490827,78.443391,30-03-2022,17:35,17:50,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,13
0x71ad,PUNERES11DEL01,23.0,4.9,18.533811,73.899315,18.603811,73.969315,16-03-2022,17:50,0.75,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,30
0x328e,BANGRES11DEL01,36.0,4.3,12.934365,77.616155,13.004365,77.686155,16-03-2022,17:45,17:55,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31
0x8b0b,PUNERES13DEL02,21.0,4.8,18.56245,73.916619,18.64245,73.996619,20-03-2022,18:40,18:45,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,15
0xc672,AGRRES02DEL02,29.0,4.6,0.0,0.0,0.02,0.02,15-02-2022,0.5,12:05,Windy,High,1,Snack,scooter,1.0,No,Urban,15
0x1156,COIMBRES16DEL03,,,11.010375,76.95295,11.100375,77.04295,06-04-2022,,0.875,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,11
0xa8e8,PUNERES20DEL02,23.0,4.0,18.592718,73.773572,18.612718,73.793572,13-03-2022,11:55,12:10,Fog,High,1,Buffet,scooter,2.0,No,Metropolitian,32
0xad61,MUMRES05DEL02,28.0,4.7,18.927584,72.832585,18.947584,72.852585,05-04-2022,09:10,09:25,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16
0x775a,MYSRES20DEL03,21.0,4.5,12.337978,76.616792,12.367978,76.646792,13-03-2022,17:40,17:55,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,24
0xc54c,LUDHRES14DEL03,27.0,4.8,30.892978,75.821847,30.952978,75.881847,11-02-2022,22:35,22:40,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11
0xc68,SURRES17DEL01,21.0,4.8,21.149569,72.772697,21.259569,72.882697,29-03-2022,18:50,18:55,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,25
0x9175,MUMRES08DEL03,37.0,4.3,19.065838,72.832658,19.125838,72.892658,21-03-2022,19:55,20:05,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,36
0xb0e6,JAPRES08DEL01,26.0,4.7,26.910262,75.783013,26.980262,75.853013,31-03-2022,19:40,19:55,Windy,Jam,2,Snack,electric_scooter,1.0,No,Urban,21
0xc239,ALHRES04DEL01,33.0,4.9,0.0,0.0,0.07,0.07,12-02-2022,18:15,18:30,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Urban,26
0x776,SURRES08DEL03,38.0,4.8,21.173343,72.792731,21.233343,72.852731,28-03-2022,19:45,0.833333333,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,28
0xa45b,BANGRES01DEL02,24.0,4.6,12.933284,77.615428,12.953284,77.635428,13-03-2022,10:25,10:30,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,19
0x4da7,JAPRES01DEL02,36.0,4.2,26.90519,75.810753,27.03519,75.940753,29-03-2022,18:15,18:20,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,46
0xb3ce,PUNERES02DEL01,28.0,4.8,18.55144,73.804855,18.59144,73.844855,03-04-2022,14:45,14:55,Sunny,High,2,Buffet,scooter,0.0,No,Metropolitian,12
0x37dc,HYDRES20DEL02,28.0,4.8,17.483216,78.552111,17.613216,78.682111,04-04-2022,23:30,23:35,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,10
0x86ed,VADRES18DEL03,30.0,4.3,0.0,0.0,0.09,0.09,27-03-2022,23:45,23:50,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,41
0xa36f,VADRES06DEL03,27.0,4.9,22.31279,73.170283,22.37279,73.230283,17-03-2022,1,24:10:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15
0xc338,KNPRES18DEL02,34.0,4.0,26.474133,80.3481,26.604133,80.4781,18-02-2022,21:15,21:20,Cloudy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,40
0x855e,PUNERES15DEL01,22.0,4.9,18.636215,73.751081,18.706215,73.821081,29-03-2022,21:20,21:30,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25
0xc0bc,AURGRES15DEL01,39.0,4.8,-19.878028,75.317475,19.918028,75.357475,15-02-2022,0.708333333,17:15,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,17
0x43f,CHENRES06DEL03,,,13.054347,80.257221,13.114347,80.317221,11-03-2022,,19:20,,,3,Drinks,electric_scooter,0.0,No,Metropolitian,25
0x1409,MUMRES13DEL01,26.0,4.9,19.178321,72.834715,19.288321,72.944715,02-03-2022,23:20,23:25,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16
0x6bdc,MUMRES12DEL02,39.0,4.1,19.207222,72.972281,19.257222,73.022281,07-03-2022,22:25,22:40,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,27
0x10e8,JAPRES14DEL03,34.0,4.8,26.88842,75.800689,26.91842,75.830689,17-03-2022,22:35,22:45,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18
0x8724,HYDRES010DEL02,36.0,4.0,17.428294,78.404423,17.478294,78.454423,17-03-2022,21:50,22:05,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,33
0xd9c,VADRES01DEL03,22.0,4.9,22.307898,73.167788,22.397898,73.257788,08-03-2022,23:50,1,Sandstorms,Low,2,Snack,scooter,0.0,No,,13
0x27ab,RANCHIRES15DEL03,33.0,4.7,23.369746,85.33982,23.399746,85.36982,28-03-2022,17:50,0.75,Cloudy,Medium,1,Meal,motorcycle,,No,Metropolitian,16
0x65ea,CHENRES16DEL01,27.0,4.8,13.049645,80.242268,13.089645,80.282268,19-03-2022,13:55,14:05,Sandstorms,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,14
0x1171,MUMRES19DEL02,,,19.131141,72.813074,19.181141,72.863074,01-04-2022,19:45,19:50,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,20
0x7eee,VADRES14DEL01,32.0,4.5,22.311603,73.165012,22.381603,73.235012,16-03-2022,19:20,19:35,Windy,Jam,2,Snack,motorcycle,3.0,No,Metropolitian,43
0x8bbd,VADRES19DEL03,38.0,4.9,22.311844,73.165081,22.401844,73.255081,04-03-2022,22:15,22:30,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23
0x6e75,MUMRES03DEL01,35.0,4.6,19.22384,72.841347,19.26384,72.881347,17-03-2022,16:10,16:20,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27
0xfe8,VADRES12DEL01,36.0,4.1,0.0,0.0,0.11,0.11,16-03-2022,20:55,21:10,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,31
0x483,JAPRES11DEL01,,,-26.90294,-75.793007,27.01294,75.903007,04-04-2022,,24:15:00,,,3,Meal,scooter,1.0,No,Urban,19
0x3f83,HYDRES04DEL02,26.0,4.7,17.411028,78.329645,17.431028,78.349645,30-03-2022,08:55,09:05,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20
0x97c3,CHENRES03DEL02,28.0,4.9,13.091809,80.219104,13.221809,80.349104,02-04-2022,23:30,23:40,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16
0x3699,MYSRES010DEL01,28.0,4.6,12.321214,76.621094,12.391214,76.691094,25-03-2022,21:40,21:50,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,22
0xc8cf,LUDHRES13DEL01,20.0,5.0,30.893234,75.82172,30.903234,75.83172,11-02-2022,10:25,10:30,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,23
0x771c,CHENRES15DEL02,38.0,4.5,13.026286,80.275235,13.106286,80.355235,06-04-2022,21:30,21:45,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,38
0x5be,INDORES15DEL03,,,22.760072,75.892574,22.790072,75.922574,24-03-2022,,18:20,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,18
0x26c4,BANGRES20DEL01,27.0,4.7,12.972161,77.596014,12.982161,77.606014,05-04-2022,11:30,11:35,Windy,High,1,Meal,motorcycle,1.0,No,Urban,19
0xb50c,JAPRES15DEL03,31.0,4.1,26.891191,75.802083,27.031191,75.942083,23-03-2022,21:15,21:25,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,51
0x4003,MUMRES17DEL03,23.0,4.7,19.121999,72.908493,19.181999,72.968493,28-03-2022,22:20,22:30,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,16
0x34f9,RANCHIRES010DEL01,32.0,4.0,23.354422,85.3329,23.394422,85.3729,03-03-2022,0.625,15:15,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,37
0xabe7,PUNERES13DEL01,21.0,4.6,18.56245,73.916619,18.60245,73.956619,05-03-2022,15:55,16:05,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28
0x5eff,HYDRES14DEL02,37.0,4.2,17.426228,78.407495,17.446228,78.427495,26-03-2022,11:10,11:15,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,32
0xa321,PUNERES03DEL01,25.0,4.6,18.554382,73.798206,18.594382,73.838206,01-03-2022,15:25,15:35,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Urban,29
0xa9bc,BANGRES010DEL02,30.0,4.7,12.933298,77.614293,12.953298,77.634293,24-03-2022,08:50,08:55,Stormy,Low,1,Snack,scooter,1.0,No,Urban,20
0x2b9d,RANCHIRES02DEL01,26.0,4.9,0.0,0.0,0.01,0.01,19-03-2022,08:35,08:50,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23
0x861,MYSRES03DEL02,,,12.299524,76.64262,12.429524,76.77262,08-03-2022,,18:45,,,3,Meal,bicycle,0.0,No,,30
0xb881,MUMRES08DEL02,30.0,3.7,19.065838,72.832658,19.145838,72.912658,02-03-2022,18:30,18:35,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,39
0xa728,INDORES05DEL02,30.0,4.8,22.727021,75.884167,22.777021,75.934167,01-03-2022,18:25,18:35,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,19
0x40b,SURRES12DEL01,15.0,1.0,-21.183434,-72.814492,21.193434,72.824492,05-03-2022,,11:30,,,3,Meal,scooter,1.0,No,Urban,27
0x3b43,MUMRES07DEL01,32.0,4.9,19.091458,72.827808,19.131458,72.867808,05-04-2022,12:35,12:50,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,30
0xc6db,BHPRES11DEL03,34.0,4.7,23.233219,77.433571,23.263219,77.463571,11-02-2022,22:30,22:45,Sunny,Low,1,Meal,scooter,1.0,No,Urban,10
0x6f6a,PUNERES19DEL01,34.0,4.7,18.563934,73.915367,18.573935,73.925367,01-04-2022,08:25,08:35,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,15
0xadc2,SURRES09DEL01,25.0,4.9,21.175975,72.795503,21.215975,72.835503,03-03-2022,15:20,15:35,Cloudy,Medium,1,Snack,scooter,0.0,No,Urban,16
0x6ad7,INDORES04DEL03,27.0,4.5,22.753659,75.903365,22.813659,75.963365,03-04-2022,17:10,17:20,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,14
0x6197,SURRES16DEL01,,,21.160437,72.774209,21.170437,72.784209,01-03-2022,09:30,09:35,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Urban,11
0x39e6,MUMRES02DEL02,31.0,4.9,19.221315,72.862381,19.271315,72.912381,26-03-2022,20:45,0.875,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34
0x73e0,INDORES20DEL02,23.0,4.6,22.732225,75.874765,22.812225,75.954765,29-03-2022,17:50,0.75,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,30
0xbd91,JAPRES14DEL02,33.0,4.9,26.88842,75.800689,27.01842,75.930689,25-03-2022,23:45,23:55,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,26
0xc0db,GOARES04DEL02,26.0,4.7,-15.5696,73.742294,15.6196,73.792294,11-02-2022,19:55,20:05,Fog,Jam,1,Drinks,motorcycle,0.0,No,Urban,20
0xb1c8,HYDRES16DEL02,23.0,4.8,17.440827,78.393391,17.570827,78.523391,27-03-2022,0.75,18:15,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,10
0xd682,BHPRES16DEL03,29.0,4.8,23.264015,77.408236,23.354015,77.498236,12-02-2022,0.958333333,23:05,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23
0x20ae,PUNERES08DEL01,39.0,4.7,18.53408,73.89852,18.64408,74.00852,29-03-2022,18:25,18:40,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,15
0x547b,BANGRES20DEL03,38.0,4.0,12.972161,77.596014,13.002161,77.626014,24-03-2022,18:35,18:45,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,33
0x26ec,MYSRES12DEL02,32.0,4.8,12.284747,76.625861,12.414747,76.755861,14-03-2022,23:15,23:25,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28
0x96d5,VADRES13DEL03,27.0,5.0,22.310237,73.158921,22.400237,73.248921,10-03-2022,18:40,18:55,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25
0x242e,INDORES01DEL02,34.0,4.8,22.695207,75.866059,22.775207,75.946059,02-04-2022,19:20,19:30,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Urban,49
0x8176,VADRES06DEL02,38.0,4.7,22.31279,73.170283,22.36279,73.220283,28-03-2022,19:30,19:35,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26
0x4ebc,CHENRES09DEL03,33.0,4.6,13.044694,80.26147,13.134694,80.35147,12-03-2022,1,24:10:00,Cloudy,Low,2,Meal,scooter,1.0,No,,29
0x2e73,INDORES12DEL03,32.0,4.8,22.74806,75.8934,22.77806,75.9234,01-04-2022,23:40,23:50,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,18
0xc116,ALHRES06DEL03,,,0.0,0.0,0.03,0.03,17-02-2022,,23:40,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21
0x9763,BANGRES07DEL02,32.0,4.9,12.978453,77.643685,13.058453,77.723685,10-03-2022,22:25,22:40,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,38
0xdf1a,AURGRES16DEL01,22.0,5.0,0.0,0.0,0.11,0.11,16-02-2022,21:25,21:30,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,43
0x731b,SURRES01DEL03,32.0,4.5,21.186438,72.794115,21.216438,72.824115,24-03-2022,21:10,21:20,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28
0x22a9,HYDRES15DEL01,29.0,4.3,17.45971,78.368855,17.56971,78.478855,31-03-2022,21:50,0.916666667,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,33
0x4d14,INDORES010DEL01,26.0,4.9,22.75004,75.902847,22.76004,75.912847,01-04-2022,10:10,10:20,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,10
0x2b34,VADRES12DEL03,36.0,4.8,0.0,0.0,0.09,0.09,20-03-2022,0.791666667,19:15,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,30
0xdce0,KOCRES05DEL01,32.0,4.0,9.970717,76.285447,10.080717,76.395447,14-02-2022,22:45,22:50,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,37
0x8a61,CHENRES18DEL01,20.0,4.5,12.981615,80.231598,13.051615,80.301598,29-03-2022,18:45,0.791666667,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,28
0x685d,MYSRES19DEL01,29.0,4.5,12.334022,76.618203,12.374022,76.658203,11-03-2022,12:55,0.541666667,Sandstorms,High,2,Meal,scooter,1.0,No,,21
0x809d,INDORES19DEL01,34.0,5.0,22.745536,75.893106,22.855536,76.003106,08-03-2022,21:50,21:55,Windy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,42
0x3a8d,INDORES12DEL01,28.0,4.9,22.74806,75.8934,22.78806,75.9334,01-03-2022,14:40,14:45,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,27
0xcad2,LUDHRES05DEL02,26.0,4.7,30.905562,75.832841,30.925562,75.852841,13-02-2022,11:25,11:30,Sandstorms,High,1,Drinks,motorcycle,0.0,,Metropolitian,10
0x988e,CHENRES14DEL01,32.0,4.8,13.026279,80.174568,13.096279,80.244568,14-03-2022,21:40,21:55,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,40
0x30c2,INDORES06DEL02,30.0,4.7,22.728163,75.884212,22.858163,76.014212,10-03-2022,18:15,18:30,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,19
0x7f98,PUNERES09DEL01,35.0,4.6,18.536562,73.896485,18.546562,73.906485,01-03-2022,11:45,0.5,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,29
0x2d96,HYDRES010DEL02,26.0,4.9,17.428294,78.404423,17.448294,78.424423,13-03-2022,11:50,11:55,Stormy,High,1,Buffet,motorcycle,1.0,No,Urban,21
0xb9c6,VADRES11DEL01,35.0,5.0,22.308096,73.167753,22.418096,73.277753,27-03-2022,20:15,20:30,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,37
0xa3b8,CHENRES05DEL01,20.0,4.6,13.058616,80.264151,13.098616,80.304151,19-03-2022,15:35,15:50,Sunny,Medium,2,Snack,scooter,,No,Metropolitian,12
0x13f7,COIMBRES15DEL02,31.0,3.6,11.006686,76.951736,11.136686,77.081736,02-03-2022,20:20,20:30,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,31
0xa33,PUNERES09DEL01,,,18.536562,73.896485,18.606562,73.966485,02-04-2022,,17:30,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,32
0x4ff4,MYSRES12DEL01,26.0,4.6,12.284747,76.625861,12.324747,76.665861,07-03-2022,12:30,12:40,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29
0x9cd5,BANGRES01DEL02,29.0,4.7,12.933284,77.615428,12.953284,77.635428,05-04-2022,08:45,0.375,Fog,Low,2,Meal,scooter,1.0,No,Urban,19
0xf9f,SURRES12DEL03,23.0,4.8,21.183434,72.814492,21.243434,72.874492,09-03-2022,21:55,0.916666667,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,27
0xab28,VADRES16DEL03,30.0,4.8,0.0,0.0,0.09,0.09,08-03-2022,22:35,22:50,Sunny,Low,1,Meal,scooter,0.0,No,Urban,22
0x6244,COIMBRES05DEL03,22.0,4.1,11.022169,76.999594,11.112169,77.089594,08-03-2022,17:25,17:40,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,36
0x3fd2,PUNERES11DEL03,22.0,4.8,18.533811,73.899315,18.593811,73.959315,03-04-2022,17:35,17:45,Windy,Medium,1,Drinks,motorcycle,1.0,No,,25
0x8a25,INDORES18DEL01,38.0,4.2,22.753839,75.897429,22.793838,75.937429,24-03-2022,0.625,15:15,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40
0x9611,CHENRES01DEL02,21.0,3.8,13.005801,80.250744,13.025801,80.270744,07-03-2022,11:15,11:20,Sunny,High,0,Drinks,motorcycle,3.0,No,Metropolitian,49
0x940,SURRES02DEL02,50.0,6.0,21.186608,72.794136,21.206608,72.814136,01-03-2022,,11:25,,,3,Meal,scooter,1.0,No,Urban,22
0x4e2e,COIMBRES17DEL03,22.0,4.7,11.026117,76.944652,11.116117,77.034652,02-04-2022,17:40,17:50,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23
0x2489,VADRES07DEL01,37.0,4.3,0.0,0.0,0.07,0.07,31-03-2022,17:25,17:30,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,39
0xaf60,CHENRES04DEL02,36.0,3.6,13.02978,80.208812,13.10978,80.288812,08-03-2022,1,24:05:00,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,35
0xc5c3,KOCRES12DEL02,30.0,4.2,9.988483,76.295211,10.068483,76.375211,14-02-2022,18:45,18:55,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,37
0x2cb4,MYSRES09DEL02,32.0,4.6,12.323194,76.630583,12.403194,76.710583,04-03-2022,18:55,19:10,Sunny,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,18
0xdb1,COIMBRES02DEL03,20.0,4.9,11.022477,76.995667,11.082477,77.055667,15-03-2022,20:15,20:25,Sunny,Jam,1,Meal,motorcycle,1.0,No,,10
0x7fac,MUMRES03DEL01,20.0,4.8,19.22384,72.841347,19.33384,72.951347,02-03-2022,23:55,24:05:00,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23
0x727e,INDORES09DEL02,39.0,4.4,22.725835,75.887648,22.775835,75.937648,24-03-2022,21:50,22:05,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33
0x1278,CHENRES09DEL01,39.0,4.8,13.044694,80.26147,13.114694,80.33147,02-04-2022,0.791666667,19:10,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25
0x4320,PUNERES13DEL01,37.0,4.7,18.56245,73.916619,18.57245,73.926619,26-03-2022,10:10,10:25,Cloudy,Low,1,Drinks,scooter,0.0,No,Urban,15
0x5277,INDORES02DEL03,25.0,4.9,22.651847,75.881991,22.741847,75.971991,25-03-2022,23:55,24:10:00,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,12
0x2590,BANGRES17DEL01,33.0,4.9,12.972532,77.608179,13.012532,77.648179,03-03-2022,16:50,16:55,Stormy,Medium,2,Meal,motorcycle,1.0,No,,28
0xd7a4,AURGRES07DEL02,39.0,5.0,19.875908,75.358888,19.925908,75.408888,13-02-2022,22:45,22:50,Sunny,Low,1,Meal,motorcycle,0.0,No,Urban,15
0x55cf,CHENRES02DEL01,33.0,4.8,13.086438,80.220672,13.126439,80.260672,13-03-2022,12:15,12:30,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,28
0xb219,JAPRES02DEL03,29.0,4.5,26.914142,75.805704,26.974142,75.865704,01-04-2022,20:30,20:35,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46
0x64cd,MUMRES19DEL02,30.0,4.9,19.131141,72.813074,19.181141,72.863074,11-03-2022,21:45,21:50,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,30
0xd544,AURGRES08DEL01,29.0,4.2,19.876428,75.364792,19.886428,75.374792,15-02-2022,10:40,10:55,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,29
0x7d2,INDORES17DEL03,31.0,4.8,22.761226,75.887522,22.821226,75.947522,11-03-2022,20:45,0.875,Windy,Jam,2,Drinks,scooter,0.0,No,Urban,30
0xe12f,GOARES13DEL01,32.0,4.8,15.506205,73.766668,15.616205,73.876668,18-02-2022,17:55,0.75,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,31
0x2c11,RANCHIRES02DEL03,21.0,4.9,0.0,0.0,0.09,0.09,27-03-2022,17:10,17:15,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,27
0x9e03,VADRES20DEL02,28.0,4.6,22.311358,73.164798,22.441358,73.294798,04-03-2022,17:30,17:35,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,25
0x54ca,SURRES07DEL01,20.0,4.9,21.170798,72.790489,21.210798,72.830489,05-04-2022,14:45,14:55,Windy,High,0,Snack,motorcycle,1.0,No,Urban,39
0xd623,GOARES03DEL02,26.0,4.7,15.574828,73.766883,15.624828,73.816883,13-02-2022,17:10,17:15,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,19
0x41d,SURRES04DEL03,,,21.173493,72.801953,21.203493,72.831953,17-03-2022,,23:25,,,0,Snack,motorcycle,1.0,No,Metropolitian,28
0xb366,JAPRES14DEL03,31.0,4.9,26.88842,75.800689,26.97842,75.890689,23-03-2022,19:35,19:45,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,42
0xd5d8,AURGRES19DEL02,38.0,4.0,19.866969,75.318894,19.916969,75.368894,15-02-2022,19:15,19:20,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,34
0x921b,PUNERES16DEL02,24.0,4.8,18.536718,73.830327,18.586718,73.880327,28-03-2022,17:40,17:55,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23
0x6f67,HYDRES14DEL01,34.0,4.9,17.426228,78.407495,17.496228,78.477495,20-03-2022,20:40,20:50,Cloudy,Jam,0,Snack,motorcycle,,No,Metropolitian,41
0xceb1,BHPRES06DEL03,36.0,4.5,23.232357,77.429989,23.292357,77.489989,17-02-2022,23:35,23:50,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,15
0xba02,COIMBRES13DEL02,32.0,4.5,11.003669,76.976494,11.133669,77.106494,02-04-2022,17:35,17:40,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26
0x7b7b,MYSRES11DEL02,21.0,4.9,12.323225,76.630028,12.373225,76.680028,01-04-2022,20:15,20:20,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,25
0xdde9,LUDHRES11DEL03,25.0,4.9,30.893081,75.821495,31.033081,75.961495,18-02-2022,18:15,18:20,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31
0x7498,SURRES010DEL03,38.0,4.7,21.17106,72.789292,21.23106,72.849292,28-03-2022,23:20,23:25,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20
0x40a2,HYDRES02DEL03,29.0,4.5,17.41233,78.449654,17.44233,78.479654,13-03-2022,0.958333333,23:10,Cloudy,Low,1,Meal,scooter,0.0,,Metropolitian,10
0x92bc,JAPRES09DEL03,23.0,5.0,26.911378,75.789034,27.051378,75.929034,12-03-2022,17:45,17:55,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25
0x99e0,RANCHIRES08DEL03,25.0,4.9,23.353783,85.326967,23.383783,85.356967,03-04-2022,18:40,18:50,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25
0xd405,KOLRES03DEL01,33.0,4.3,22.526461,88.364453,22.566461,88.404453,15-02-2022,15:15,15:25,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34
0x85a1,PUNERES01DEL02,35.0,4.6,18.569156,73.774723,18.699156,73.904723,04-04-2022,18:50,0.791666667,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,25
0x52fd,RANCHIRES20DEL01,35.0,5.0,23.39925,85.390464,23.50925,85.500464,18-03-2022,0.791666667,19:05,Stormy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,47
0x48c5,PUNERES01DEL03,21.0,4.5,18.569156,73.774723,18.599156,73.804723,24-03-2022,17:20,17:35,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,19
0x1602,BANGRES010DEL03,21.0,4.9,12.933298,77.614293,13.023298,77.704293,12-03-2022,17:45,0.75,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36
